ERROR_VISIONCARD_OVER_MSG,Your <color=255:255:0>Vision Card capacity</color> is full.,
NOTFOUND_USER,Failed to retrieve user information.<br>Please try accessing again later.,
TO_NEXT,Next,
TO_NEXT_FLOOR,To next floor,
UNTIL, left,
SUPER,Super,
PARTY,Party,
AREA,Area,
HAVE,Owned,
NOT_HAVE,Not owned,
MST_LOAD_FAILED,An error occurred during data load，<br>returning to title screen.<br><br>* The failed data will be downloaded again<br>the next time you start the game.,
MISSION,Mission,
INSTALL_ERROR_TITLE_BACK,An error occurred during data<br>download，returning to title screen.<br><br>* If the error persists，please try<br><color=255:255:0>"Data Repair"</color> from the <color=255:255:0>"Recover"</color> option on the bottom right of the title screen.,
ERROR_MAP_BIN_NOT_FOUND,An error occurred loading map data，<br>returning to the title screen.<br><br>* If the error persists，please try <color=255:255:0>"Data Repair"</color> from the <color=255:255:0>"Recover"</color> option on the bottom right of the title screen.,
DATA_REDOWNLOAD_COMPLETE,Data repair has been completed.<br>Please restart the game.,
LUMP_DOWNLOAD_TEXT,This will download all necessary game<br>data in one go.<br>Proceed?<br>(Size: <param=dl_size>)<br>* Wi-Fi is recommended for<br>downloading.,
LUMP_DOWNLOAD_TEXT_ONCE,Download all necessary game data in one go.<br>By downloading the data，you can reduce in-game data downloads.<br>Proceed?<br>(Size: <param=dl_size>)<br>* Wi-Fi is recommended for<br>downloading.,
LUMP_DOWNLOAD_TITLE,Full Data Download,
LUMP_DOWNLOAD_NOT_TARGET,You already have the latest data.,
LUMP_DOWNLOAD_TEXT_END,Game data download is complete.,
COMMON_LIST,List,
PERMISSION_REQUEST_READ_PHONE_STATE,Permission to access phone function<br>is required to auto restore your<br>game data when reinstalling the app.<br><br>* No phone calls or contact data will be accessed.,
PERMISSION_DENIED_READ_PHONE_STATE,Permission to access phone function<br>is required to auto restore your<br>game data when reinstalling the app.<br><br>* No phone calls or contact data will be accessed.<br><br>Please check your device's settings and allow phone use.<br><br>Would you like to open the settings?,
COMMON_BUTTON_LABEL_OK,OK,
COMMON_BUTTON_LABEL_BACK,Back,
COMMON_BUTTON_LABEL_YES,Yes,
COMMON_BUTTON_LABEL_NO,No,
COMMON_BUTTON_LABEL_CANCEL,Cancel,
LAPIS_ACT_ON_SPECIFIED_COMMERCIAL_TRANSACTIONS1,* Lapis will be consumed immediately.<br>* The product will be granted immediately.<br>* Cancellations are not possible.,
LAPIS_ACT_ON_SPECIFIED_COMMERCIAL_TRANSACTIONS2,* Lapis will be consumed immediately.<br>* The effect will apply immediately.<br>* Cancellations are not possible.,
TITLE_DELETE_DATA,If issues arise due to corrupted download data，deleting and redownloading may resolve the issue.<br>Redownloading will occur during the initial file check，<br><color=255:255:0>and your play data will not be reset.</color><br>Would you like to proceed?,
TITLE_INFO,Info,
TITLE_RECOVER,Recover,
TITLE_CONFIRM_APP_EXIT,<br>This will exit the game.<br> <br>Proceed?,
TITLE_SQMK,SQUARE ENIX Market,
TITLE_SQMK_OFFICIAL_SITE,Connect to the official site,
TITLE_SQMK_RECOMMEND,View other recommended content,
TITLE_DELETE_CACHE,By deleting the images and other game<br>data and re-downloading the latest<br>data (approx. 3.6GB)，you can:<br>• Fix forced shutdown caused by<br>  file corruption<br>• Reduce game storage size by<br>  deleting extra downloaded<br>  quest/battle images and music.<br> <br>Your play data will not be deleted.<br> <br>This process may take some time so<br>Wi-Fi is recommended.<br> <br>Would you like to perform repair?,
TITLE_DELETE_CACHE_PROGRESS_PROCESSING,Data repair in progress.<br>Please wait.,
TITLE_DELETE_CACHE_PROGRESS_PERCENT,%,
TITLE_DELETE_CACHE_PROGRESS_FINISH,Data repair complete.<br>Redownloading data.,
TITLE_ERROR_GUIDE,For players who cannot access the game,
TITLE_ERROR_GUIDE_REDOWNLOAD,Data Repair,
TITLE_ERROR_GUIDE_CONTACT,Contact Us,
TITLE_REDOWNLOAD_DIALOG_MSG,If the situation doesn't improve after attempting "Data Repair"，<br>please contact us for further assistance.<br> <br>Would you like to perform "Data Repair"?,
UNIT_TOP,Manage Party,
ARENA_PARTY_EDIT,Arena Party Formation,
UNIT_MENU,Unit Menu,
UNIT_LIST,Unit List,
SELECT_BASE_UNIT,Select Base,
SELECT_MATERIAL_UNIT,Select Material,
MATERIAL_UNIT,Material Unit,
MATERIAL_ITEM,Material Item,
GET_EXP,EXP Acquired,
NEED_GIL,Gil Required,
EQUIP_RHAND,Right-Hand Equipment,
EQUIP_LHAND,Left-Hand Equipment,
EQUIP_HEAD,Head Equipment,
EQUIP_BODY,Body Equipment,
EQUIP_ACCESSORY,Accessory Equipment,
EQUIP_MATERIA,Ability Equipment,
UNIT_CLASSUP,Unit Awakening,
UNIT_NV_CLASSUP,NV Awakening,
UNIT_CLASSUP_MATERIAL,Awakening Material,
UNIT_CLASSUP_SHORTAGE_GIL,Not enough Gil.,
UNIT_CLASSUP_SHORTAGE_MATERIAL,Not enough materials.,
UNIT_CLASSUP_SHORTAGE_MATERIAL_KIGEN,Not enough Enlightenment Crystals.,
UNIT_CLASSUP_SHORTAGE_LEVEL,Insufficient Lvl,
UNIT_CLASSUP_SHORTAGE_SUPER_TRUST1,Super Trust Mastery value is,
UNIT_CLASSUP_SHORTAGE_SUPER_TRUST2,insufficient.,
UNIT_CLASSUP_NOT_SELECT_MATERIAL,Please select the Enlightenment Crystal to use.,
UNIT_CLASSUP_OK,Awakenable.,
UNIT_NV_CLASS_UP_IMPOSSIBLE_CONFIRM_TITLE,Awakening conditions not met.,
UNIT_NV_CLASS_UP_IMPOSSIBLE_CONFIRM_TEXT,NV awakening is not possible due to<br>not meeting one of the following conditions:<br> <br>【Conditions】<br>,
UNIT_NV_CLASS_UP_IMPOSSIBLE_CONFIRM_SUPER_TRUST,• Super Trust Master reward obtained<br>,
UNIT_NV_CLASS_UP_IMPOSSIBLE_CONFIRM_LEVEL,• Unit is at level 120<br>,
UNIT_NV_CLASS_UP_IMPOSSIBLE_CONFIRM_MATERIAL,• Awakening materials held<br>,
UNIT_NV_CLASS_UP_IMPOSSIBLE_CONFIRM_GIL,• Gil necessary in possession<br>,
UNIT_NV_CLASS_UP_MASTERCARD_CONFIRM,The <param=card_item_name> used will be returned to your Mailbox,
UNIT_CLASSUP_SHORTAGE_MAGIC,Insufficient MAG level.,
UNIT_CLASSUP_CONVERSION_TEXT,Conversion Reserved,
UNIT_NO_USE,This unit cannot be used.,
SKILL_LEARN_LV,Learned at Lvl<param=level>,
EQUIP_ITEM_EMPTY,EMPTY,
UNIT_NO,No.,
UNIT_MIX,Unit Enhancement,
UNIT_MIX_NO_MATERIAL,No material selected.,
UNIT_SELECT,Select Unit,
UNIT_PARTY_UNIT_SELECT,Bulk Unit Selection,
UNIT_LIMIT_BURST,Limit Burst,
UNIT_SUPER_LIMIT_BURST,Super Limit Burst,
UNIT_OVER_DRIVE,Overdrive,
UNIT_TARGET_CATEGORY,Target Category: ,
UNIT_TRUST_MASTER_REWARD,Trust Master Reward,
UNIT_SUPER_TRUST_MASTER_REWARD,Super Trust Master Reward,
UNIT_EX3_SPECIAL_REWARD,EX +3 Awakening Reward,
UNIT_BONDS_LEARN_ABILITY,Learn Ability,
UNIT_BONDS_LEARN_MAGIC,Learn Magic,
UNIT_EQUIP_CONFIRM,Another unit is equipped with this.<br>Would you like to switch equipment?,
UNIT_EQUIP_CONFIRM_NO_OVERLAP_ABILITY, <color=255:255:0><param=ability></color> will only apply once even if multiple copies are equipped on the same unit.<br>Equip anyway?,
UNIT_EQUIP_CONFIRM_NO_OVERLAP_ABILITY_ANY,The following ability from this item will only apply once even if multiple copies are equipped on the same unit.<br><color=255:255:0><param=ability></color><br>Equip anyway?,
UNIT_EQUIP_GUEST,You cannot change the equipment of guest units,
UNIT_FILTER_NOTHING,You do not own any units that can be displayed,
UNIT_FILTER_NOTHING_SELL,You do not own any units that can be sold,
UNIT_FILTER_NOTHING_SELECT,No units match the set filter conditions,
UNIT_EQUIP_ITEM_NOTHING,You do not own any items that can be equipped,
UNIT_EQUIP_ABILITY_NOTHING,You do not own any abilities that can be equipped,
UNIT_EQUIP_NO_ABILITY_SLOT,This unit cannot equip abilities,
UNIT_CONFIRM_REMOVE_EQUIP_ALL,This will remove equipment from all units.<br>Are you sure?,
UNIT_CONFIRM_EQUIP_STRONGEST_ROB,Equip this unit with your strongest equipment，including items already equipped to other units?,
UNIT_OPTION_LIST,Function Menu,
UNIT_OPTION_EQUIP_REMOVE,Remove All Equipment,
UNIT_OPTION_PARTY_DETAIL,Party Details,
UNIT_OPTION_PARTY_UNIT_SELECT,Select Units in Bulk,
UNIT_DETAIL_BASE,Base,
UNIT_DETAIL_EQUIP,Equipment,
UNIT_DETAIL_FRIENDLV,Friend Lv BONUS,
UNIT_DETAIL_LIMIT_OVER,Limit Break,
UNIT_DETAIL_TOTAL,TOTAL,
UNIT_ABILITY_SUBLIMATION,Ability Awakening,
UNIT_ABILITY_LEVEL_UP,Ability Enhancement,
UNIT_ABILITY_UN_LEARNED,Not Learned,
UNIT_ABILITY_LEVEL_UP_NEED_MATERIAL_SHORTAGE,▲<param=need_num>,
UNIT_ABILITY_LEVEL_UP_NEED_MATERIAL_SUFFICE,OK,
UNIT_ABILITY_LEVEL_UP_NEED_MATERIAL_CAPTION,Required Materials,
UNIT_ABILITY_LEVEL_UP_NOTHING,No abilities to awaken.,
UNIT_ABILITY_LEARN_MATERIAL,Learning Material,
UNIT_ABILITY_LEVEL_UP_MATERIAL,Enhancement Material,
UNIT_ABILITY_LEARN_OK,Ready to learn.,
UNIT_ABILITY_LEVEL_UP_OK,Ready to enhance.,
UNIT_ABILITY_LEVEL_NUM,Lv.<param=level_num>,
UNIT_ABILITY_SUBLIMATION_LEVEL_NUM,Awakened +<param=level_num>,
UNIT_SKILL_SWITCH_INVALID,Unlocked when conditions met,
UNIT_SKILL_NG_EX_LV,Unlocked at EX +<param=ex_lv>,
UNIT_SKILL_NG_NVP,Unlocked by NV+ Awakening,
UNIT_SELECTABLE,Units Ready for Departure,
UNIT_EQUIP_STRONGEST,Best Equipment,
UNIT_EQUIP_STRONGEST_ROB,Snatch Equipment,
UNIT_EQUIP_REMOVE_MYSELF,Remove My Equipment,
UNIT_EQUIP_REMOVE_PARTY,Remove Party's Equipment,
UNIT_EQUIP_REMOVE_ALL,Remove All Units' Equipment,
UNIT_EQUIP_REMOVE_NOT_PARTY,Remove Non-Party Equipment,
UNIT_EQUIP_REMOVE_MYSELF_CONFIRM,The equipment，abilities，vision card，and skin will be removed from the unit. Continue?,
UNIT_EQUIP_REMOVE_PARTY_CONFIRM,The equipment，abilities，vision card(s)，and skin(s) will be removed from the units in the party. Continue?,
UNIT_EQUIP_REMOVE_NOT_PARTY_CONFIRM,The equipment，abilities，vision card(s)，and skin(s) will be removed from all units except the current party. Continue?,
UNIT_EQUIP_REMOVE_ALL_CONFIRM,The equipment，abilities，vision card(s)，and skin(s) will be removed from all units. Continue?,
UNIT_EQUIP_REMOVE_MYSELF_CONFIRM2,The equipment，abilities，vision card，and skin will be removed from the unit. Continue?,
UNIT_EQUIP_REMOVE_PARTY_CONFIRM2,The equipment，abilities，vision card(s)，and skin(s) will be removed from the units in the party. Continue?,
UNIT_EQUIP_REMOVE_NOT_PARTY_CONFIRM2,The equipment，abilities，vision card(s)，and skin(s) will be removed from all units except the current party. Continue?,
UNIT_EQUIP_REMOVE_ALL_CONFIRM2,The equipment，abilities，vision card(s)，and skin(s) will be removed from all units. Continue?,
UNIT_EQUIP_NV_NO_EQUIP,After Brave Shift the unit has no<br>equipment or abilities equipped.<br> <br>To equip，tap the Brave Shift button and<br>switch to the post-shift unit info.<br> <br>Stay on equip screen?,
UNIT_EQUIP_NV_NO_EQUIP_NEXT_CHECK,Do not show this again,
UNIT_BRAVESHIFT_NOT_RELEASE,Brave Shift unlocked at <color=255:255:0>EX +1</color>.,
EQUIP_WARNING_MSG,This unit is currently equipped. Remove the equipment and equip it to the current unit?,
UNIT_DETAIL_STATUS_VIEW_CHANGE_TITLE,Equipment Sort Criteria,
UNIT_DETAIL_STATUS_VIEW_CHANGE_DESCRIPTION1,Stats Overview: ,
UNIT_DETAIL_STATUS_VIEW_CHANGE_DESCRIPTION2,<color=0:255:0>Green: Stat not maxed.</color><br><color=35:211:255>Blue: Stat maxed.</color><br><color=255:153:255>Purple: Stat over max.</color><br><color=255:0:0>Red: Stat decreased.</color>,
UNIT_DETAIL_STATUS_VIEW_CHANGE_BTN1,Normal Eval,
UNIT_DETAIL_STATUS_VIEW_CHANGE_BTN2,Attack Eval 1,
UNIT_DETAIL_STATUS_VIEW_CHANGE_BTN3,Attack Eval 2,
UNIT_DETAIL_STATUS_VIEW_CHANGE_BTN4,Summon Eval,
UNIT_DETAIL_STATUS_VIEW_CHANGE_BTN5,Defense Eval,
UNIT_DETAIL_STATUS_VIEW_CHANGE_BTN6,Help,
UNIT_DETAIL_STATUS_VIEW_CHANGE_BTN_BACK,Back,
UNIT_DETAIL_STATUS_VIEW_HELP_SUB_HEADER,Help,
UNIT_MENU_BRAVESHIFT_RELEASE_TYPE_TURN, <color=183:193:221><param=braveshift_release_turn> turns</color> (forced),
UNIT_MENU_BRAVESHIFT_RELEASE_TYPE_MANUAL, <color=183:193:221><param=braveshift_release_turn> turns</color> (manual),
UNIT_MENU_BRAVESHIFT_COOL_TIME, <color=183:193:221>CD:</color> <param=braveshift_cool_time> turns,
UNIT_MENU_BRAVESHIFT_ERROR_EXLV_SHORTAGE,Brave Shift will be unlocked at <color=255:255:0>EX Enhancement +1</color>.,
UNIT_MENU_BRAVESHIFT_ERROR_SURVIVAL_BATTLE,You cannot change the Brave Shift state while challenging the Tower of Heroes.,
UNIT_MENU_NVX_ERROR_EXLV_SHORTAGE,Super Limit Burst will be unlocked at <color=255:255:0>EX Enhancement +1</color>.,
UNIT_LIBRARY_NOTHING,You do not own any units that can be displayed,
POTENTIAL_SKILL_DETAIL,Potential Ability Details,
UNIT_DETAIL_CATEGORY_NOTHING,This unit does not have a category,
UNIT_DETAIL_CATEGORY_DISABLE_MOVE_SUB_CATEGORY_UNIT_LIST_SCENE,You cannot transition to the unit list with categories from this screen,
UNIT_LEADER_SKILL_INVOCATION_CATEGORY,Activation Unit Category,
SUB_CATEGORY_UNIT_LIST_DONOT_MOVE_UNIT_DETAIL_ANNOUNCE,You cannot view individual unit details from this screen,
UNIT_DETAIL_EQUIP_COPY_RESULT_TITLE,Equipment Confirmation,
UNIT_DETAIL_EQUIP_COPY_RESULT_MSG,The following equipment has been removed due to unmet conditions.,
UNIT_DETAIL_EQUIP_COPY_RESULT_DOT,•,
UNIT_DETAIL_EQUIP_COPY_RESULT_BTN_OK,OK,
UNIT_DETAIL_EQUIP_COPY_CONF, <center>Do you want to sync the "equipment" and "abilities" equipped in the<br>switched Brave Shift?</center><br><size=19>* The current equipment info will be overwritten.</size>,
RARITY,Rarity,
START_RARITY,Base Rarity,
CLASS_UP,Awakening,
ELEM_ATK,Element Atk,
ELEM_RESIST,Element Res,
BADST_ADD,Status Ailments,
BADST_RESIST,Status Ailment Resistance,
GROWING,Growth,
UNIT_SELL,Unit Sale,
SELECT_SELL_UNIT_NUM,Selected Units:,
UNIT_SELL_GIL,Sale Gil,
UNIT_SELL_NO_SELECT,No unit selected.,
UNIT_SELL_CONFIRM_RARE, <color=255:255:0>★<param=rare> or higher units</color> have been selected for sale.,
UNIT_SELL_CONFIRM_EX_LV_LIMITED, <color=255:255:0>EX Level Up units</color> have been selected for sale. If sold，units used for EX Level Up will not be returned. Units used for EX Level Up can be returned by fusing a special removal unit.,
UNIT_SELL_CONFIRM_RARE2,Are you sure you want to sell?,
UNIT_SELL_CONFIRM_MASTER_CARD, <color=255:255:0><param=item_name> equipped units</color> have been selected for sale. If sold，<param=item_name> will be lost. You can unequip it from the Vision Card in the Equipment screen.,
UNIT_SELL_RESULT,Sold units for <param=gil> Gil.,
UNIT_SELL_CONFIRM,Are you sure you want to sell the following units?,
UNIT_SELL_WARNING, <color=255:255:0>Warning</color>,
UNIT_SELL_OVER_GIL, <color=255:255:0>Gil limit exceeded</color>，excess Gil will not be added.,
UNIT_SELL_TRANS_SUBHEADER_TITLE,Convert Units,
UNIT_MIX_RESULT_GREAT,Great Success!,
UNIT_MIX_RESULT_SUPER,Super Success!!,
UNIT_MIX_RESULT_RATE,EXP <param=rate> times!,
UNIT_MIX_CONFIRM_RARE,A <color=255:255:0>★<param=rare> or higher unit</color> that is not enhancement material has been selected as a material unit.<br>Once fused，the material unit will <color=255:0:0>disappear</color>.<br> <br><color=255:255:0>Even if you fuse a same-name unit，the unit will not awaken to ★7 or Neo Vision.</color><br> <br>Are you sure you want to proceed?,
UNIT_MIX_CONFIRM_BONDS_MASTER,A unit that has obtained a <color=255:255:0>Trust Master</color> or <color=255:165:0>Super Trust Master</color> has been selected as a material unit.<br>Even if you fuse this unit，the base unit's <color=255:0:0>trust will not increase.</color><br> <br>Proceed with the fusion?,
UNIT_MIX_CONFIRM_MATERIAL_UNIT_HIGH_RARITY,A unit with <color=255:255:0>more stars than the base unit</color> has been selected as a material unit.<br>Once fused，the material unit will <color=255:0:0>disappear</color>.<br> <br>Are you sure you want to proceed?,
UNIT_MIX_CONFIRM_MATERIAL_UNIT_HIGH_RARITY2,Are you sure you want to fuse a <color=255:255:0>unit with more stars than the base unit</color> as a material unit?<br>Once fused，the material unit will <color=255:0:0>disappear</color>.,
UNIT_MIX_CONFIRM_EXCEEDED_EXT_PARAM,Some materials exceed the <color=255:255:0>Limit Break maximum</color>.<br>Excess values will be <color=255:255:0>discarded</color>.<br> <br>Proceed with the fusion?,
UNIT_MIX_CONFIRM_EXCEEDED_OVER_LIMIT_PARAM,Some materials exceed the <color=255:255:0>Limit Break Overcap maximum</color>.<br>Excess values will be <color=255:255:0>discarded</color>.<br> <br>Proceed with the fusion?,
UNIT_MIX_CONFIRM_TRUST_OVER,Some materials exceed the <color=255:255:0>Trust maximum</color>.<br>Excess values will be <color=255:255:0>discarded</color>.<br> <br>Proceed with the fusion?,
UNIT_MIX_CONFIRM_SUPER_TRUST_OVER,Some materials exceed the <color=255:255:0>Super Trust maximum</color>.<br>Excess values will be <color=255:255:0>discarded</color>.<br> <br>Proceed with the fusion?,
UNIT_MIX_GET_SPECIAL_REWARD,You have obtained <color=255:255:0><param=unit_name></color> as a special reward.<br>The reward has been sent to your mail.,
UNIT_MIX_GET_SPECIAL_REWARD_DIRECT,You have received <br><color=255:255:0><param=unit_name></color> as a special reward.<br>The reward has been <color=255:255:0>directly added to your inventory list</color>.,
UNIT_MIX_CONFIRM_ALREADY_TRUST_MASTER,The base unit has already obtained the Trust Master <color=255:165:0><param=trust_name></color>. The Trust value for <color=255:165:0><param=trust_name></color> will <color=255:255:0>not increase</color>.<br><br>Proceed with the fusion?,
UNIT_MIX_CONFIRM_ALREADY_SUPER_TRUST_MASTER,The base unit has already obtained the Super Trust Master <color=0:255:0><param=trust_name></color>. The Trust value for <color=0:255:0><param=trust_name></color> will <color=255:255:0>not increase</color>.<br><br>Proceed with the fusion?,
UNIT_MIX_CONFIRM_MATERIAL_TRUST_MASTER,A material unit that has obtained the Trust Master <color=255:165:0><param=trust_name></color> is included. You will not gain Trust value from <color=255:165:0><param=trust_name></color> from this unit.<br><br>Proceed with the fusion?,
UNIT_MIX_CONFIRM_MATERIAL_SUPER_TRUST_MASTER,A material unit that has obtained the Super Trust Master <color=0:255:0><param=trust_name></color> is included. You will not gain Trust value from <color=0:255:0><param=trust_name></color> from this unit.<br><br>Proceed with the fusion?,
UNIT_MIX_CONFIRM_NOT_IMPROVE_SUPER_TRUST,The base unit does not have any Super Trust value for <color=0:255:0><param=trust_name></color>，so no Trust value will be gained from <color=0:255:0><param=trust_name></color>.<br><br>Proceed with the fusion?,
UNIT_MIX_CONFIRM_POSSIBLE_SPECIAL_REWARD,Fusing a same-type unit with a ★7 unit as a material for the first time will grant a <color=0:255:0>Special Reward</color> in the form of <color=255:255:0><param=unit_name></color>.<br><br><color=0:255:0>Special Reward</color> is <color=255:255:0>available</color>.<br>Proceed with the fusion?,
UNIT_MIX_CONFIRM_IMPOSSIBLE_SPECIAL_REWARD,The selected material does not fulfill the conditions for the <color=0:255:0>Special Reward</color> for ★7 units of the same type.<br><br>It will <color=255:255:0>not</color> be granted.<br>Proceed with the fusion?,
UNIT_MIX_CONFIRM_GOT_SPECIAL_REWARD,Fusing a same-type unit with a ★7 unit as a material for the first time will grant a <color=0:255:0>Special Reward</color> in the form of <color=255:255:0><param=unit_name></color>.<br><br>The base unit has already <color=0:255:0>obtained</color> the <color=0:255:0>Special Reward</color>.<br>Proceed with the fusion?,
UNIT_MIX_CONFIRM_POSSIBLE_SPECIAL_REWARD_NV,Fusing a same-type unit with an NV unit as a material for the first time will grant a <color=0:255:0>Special Reward</color> in the form of <color=255:255:0><param=unit_name></color>.<br><br><color=0:255:0>Special Reward</color> is <color=255:255:0>available</color>.<br>Proceed with the fusion?,
UNIT_MIX_CONFIRM_IMPOSSIBLE_SPECIAL_REWARD_NV,Fusing a same-type unit with an NV unit as a material for the first time will grant a <color=0:255:0>Special Reward</color> in the form of <color=255:255:0><param=unit_name></color>.<br><br>The selected material does not fulfill the conditions for the <color=0:255:0>Special Reward</color>.<br>It will <color=255:255:0>not</color> be granted.<br>Proceed with the fusion?,
UNIT_MIX_CONFIRM_GOT_SPECIAL_REWARD_NV,By fusing a same-type unit with an NV unit for the first time，you can obtain <color=0:255:0>Special Reward</color> <color=255:255:0><param=unit_name></color>.<br><br>The base unit has already <color=0:255:0>received</color> the <color=255:255:0>Special Reward</color>.<br>Do you want to proceed with the fusion?,
UNIT_MIX_CONFIRM_MATERIAL_MASTER_CARD,A material unit equipped with <color=255:255:0><param=item_name></color> is included. If used as a material，<param=item_name> will be lost. Proceed?<br>You can unequip it from the Vision Card in the Equipment screen.,
UNIT_MIX_CONFIRM_MATERIAL_EX_LV_LIMITED,A material unit that has undergone <color=255:255:0>EX Level Up</color> is included. If used as a material，the units used for EX Level Up will not be returned. Proceed?<br>EX Level Up units can be returned by fusing a special removal unit.,
UNIT_MIX_CONFIRM_MATERIAL_EX_LV_DELETE,A material unit that includes an <color=255:255:0>EX Level Reset unit</color> is included. If used as a material，the unit will be set to Lv <param=max_lv>. Proceed?<br>The EX Level Up units will be returned by mail according to the number of EX Level Ups.,
